"event_id","llm_gate"
44628,"Non-Classical Monocytes"
44629,"CMP"
44630,"Classical Monocytes"
44631,"Classical Monocytes"
44632,"Eosinophils"
44633,"unassigned"
44634,"Intermediate Monocytes"
44635,"unassigned"
44636,"IgDpos IgMpos B cells"
44637,"IgD- IgMpos B cells"
44638,"IgM- IgD- B-cells"
44639,"unassigned"
44640,"MPP"
44641,"IgDpos IgMpos B cells"
44642,"unassigned"
44643,"unassigned"
44644,"Classical Monocytes"
44645,"unassigned"
44646,"unassigned"
44647,"unassigned"
44648,"IgM- IgD- B-cells"
44649,"Eosinophils"
44650,"unassigned"
44651,"unassigned"
44652,"unassigned"
44653,"unassigned"
44654,"unassigned"
44655,"unassigned"
44656,"unassigned"
44657,"IgDpos IgMpos B cells"
44658,"unassigned"
44659,"IgM- IgD- B-cells"
44660,"unassigned"
44661,"Classical Monocytes"
44662,"Non-Classical Monocytes"
44663,"IgM- IgD- B-cells"
44664,"Intermediate Monocytes"
44665,"unassigned"
44666,"IgDpos IgMpos B cells"
44667,"IgD- IgMpos B cells"
44668,"Non-Classical Monocytes"
44669,"IgD- IgMpos B cells"
44670,"unassigned"
44671,"unassigned"
44672,"unassigned"
44673,"unassigned"
44674,"unassigned"
44675,"IgDpos IgMpos B cells"
44676,"unassigned"
44677,"Intermediate Monocytes"
44678,"IgM- IgD- B-cells"
44679,"unassigned"
44680,"unassigned"
44681,"unassigned"
44682,"unassigned"
44683,"unassigned"
44684,"CMP"
44685,"Classical Monocytes"
44686,"IgD- IgMpos B cells"
44687,"Intermediate Monocytes"
44688,"Classical Monocytes"
44689,"IgM- IgD- B-cells"
44690,"IgDpos IgMpos B cells"
44691,"IgDpos IgMpos B cells"
44692,"unassigned"
44693,"unassigned"
44694,"unassigned"
44695,"IgDpos IgMpos B cells"
44696,"IgM- IgD- B-cells"
44697,"IgDpos IgMpos B cells"
44698,"unassigned"
44699,"unassigned"
44700,"unassigned"
44701,"unassigned"
44702,"Classical Monocytes"
44703,"unassigned"
44704,"Intermediate Monocytes"
44705,"unassigned"
44706,"IgM- IgD- B-cells"
44707,"Eosinophils"
44708,"unassigned"
44709,"Eosinophils"
44710,"unassigned"
44711,"IgM- IgD- B-cells"
44712,"Non-Classical Monocytes"
44713,"unassigned"
44714,"NKT cells"
44715,"unassigned"
44716,"unassigned"
44717,"Non-Classical Monocytes"
44718,"Intermediate Monocytes"
44719,"unassigned"
44720,"Eosinophils"
44721,"NKT cells"
44722,"IgDpos IgMpos B cells"
44723,"Basophils"
44724,"unassigned"
44725,"unassigned"
44726,"Non-Classical Monocytes"
44727,"unassigned"
44728,"unassigned"
44729,"unassigned"
44730,"unassigned"
44731,"Intermediate Monocytes"
44732,"unassigned"
44733,"unassigned"
44734,"unassigned"
44735,"unassigned"
44736,"unassigned"
44737,"unassigned"
44738,"IgD- IgMpos B cells"
44739,"IgM- IgD- B-cells"
44740,"unassigned"
44741,"IgD- IgMpos B cells"
44742,"unassigned"
44743,"Intermediate Monocytes"
44744,"IgM- IgD- B-cells"
44745,"IgDpos IgMpos B cells"
44746,"unassigned"
44747,"unassigned"
44748,"unassigned"
44749,"unassigned"
44750,"unassigned"
44751,"unassigned"
44752,"mDCs"
44753,"IgM- IgD- B-cells"
44754,"Classical Monocytes"
44755,"Eosinophils"
44756,"Non-Classical Monocytes"
44757,"IgM- IgD- B-cells"
44758,"NKT cells"
44759,"IgDpos IgMpos B cells"
44760,"unassigned"
44761,"unassigned"
44762,"Macrophages"
44763,"unassigned"
44764,"unassigned"
44765,"IgDpos IgMpos B cells"
44766,"unassigned"
44767,"unassigned"
44768,"unassigned"
44769,"unassigned"
44770,"unassigned"
44771,"Intermediate Monocytes"
44772,"Non-Classical Monocytes"
44773,"unassigned"
44774,"Classical Monocytes"
44775,"HSC"
44776,"NKT cells"
44777,"IgDpos IgMpos B cells"
44778,"unassigned"
44779,"unassigned"
44780,"unassigned"
44781,"Macrophages"
44782,"Macrophages"
44783,"Non-Classical Monocytes"
44784,"NKT cells"
44785,"unassigned"
44786,"unassigned"
44787,"unassigned"
44788,"unassigned"
44789,"IgDpos IgMpos B cells"
44790,"unassigned"
44791,"unassigned"
44792,"unassigned"
44793,"IgM- IgD- B-cells"
44794,"Macrophages"
44795,"unassigned"
44796,"IgDpos IgMpos B cells"
44797,"unassigned"
44798,"unassigned"
44799,"NKT cells"
44800,"unassigned"
44801,"IgM- IgD- B-cells"
44802,"IgM- IgD- B-cells"
44803,"unassigned"
44804,"Non-Classical Monocytes"
44805,"unassigned"
44806,"unassigned"
44807,"mDCs"
44808,"IgDpos IgMpos B cells"
44809,"unassigned"
44810,"IgDpos IgMpos B cells"
44811,"unassigned"
44812,"Eosinophils"
44813,"IgM- IgD- B-cells"
44814,"Eosinophils"
44815,"unassigned"
44816,"unassigned"
44817,"IgDpos IgMpos B cells"
44818,"Eosinophils"
44819,"unassigned"
44820,"unassigned"
44821,"IgDpos IgMpos B cells"
44822,"IgD- IgMpos B cells"
44823,"Eosinophils"
44824,"IgDpos IgMpos B cells"
44825,"Eosinophils"
44826,"unassigned"
44827,"CMP"
44828,"unassigned"
44829,"MPP"
44830,"unassigned"
44831,"unassigned"
44832,"IgD- IgMpos B cells"
44833,"unassigned"
44834,"Classical Monocytes"
44835,"unassigned"
44836,"IgDpos IgMpos B cells"
44837,"Plasma Cells"
44838,"unassigned"
44839,"unassigned"
44840,"unassigned"
44841,"Intermediate Monocytes"
44842,"unassigned"
44843,"unassigned"
44844,"unassigned"
44845,"IgDpos IgMpos B cells"
44846,"unassigned"
44847,"unassigned"
44848,"IgDpos IgMpos B cells"
44849,"NKT cells"
44850,"unassigned"
44851,"Non-Classical Monocytes"
44852,"IgDpos IgMpos B cells"
44853,"unassigned"
44854,"IgDpos IgMpos B cells"
44855,"unassigned"
44856,"IgD- IgMpos B cells"
44857,"IgM- IgD- B-cells"
44858,"Macrophages"
44859,"Eosinophils"
44860,"Basophils"
44861,"unassigned"
44862,"unassigned"
44863,"Macrophages"
44864,"unassigned"
44865,"unassigned"
44866,"IgD- IgMpos B cells"
44867,"unassigned"
44868,"IgD- IgMpos B cells"
44869,"unassigned"
44870,"unassigned"
44871,"unassigned"
44872,"unassigned"
44873,"IgDpos IgMpos B cells"
44874,"unassigned"
44875,"unassigned"
44876,"unassigned"
44877,"IgD- IgMpos B cells"
44878,"unassigned"
44879,"Classical Monocytes"
44880,"unassigned"
44881,"unassigned"
44882,"IgD- IgMpos B cells"
44883,"Intermediate Monocytes"
44884,"unassigned"
44885,"unassigned"
44886,"unassigned"
44887,"IgM- IgD- B-cells"
44888,"Eosinophils"
44889,"unassigned"
44890,"MPP"
44891,"Non-Classical Monocytes"
44892,"IgD- IgMpos B cells"
44893,"unassigned"
44894,"IgDpos IgMpos B cells"
44895,"unassigned"
44896,"Intermediate Monocytes"
44897,"B-cell Frac A-C (pro-B cells)"
44898,"Classical Monocytes"
44899,"unassigned"
44900,"unassigned"
44901,"Classical Monocytes"
44902,"Intermediate Monocytes"
44903,"Intermediate Monocytes"
44904,"unassigned"
44905,"unassigned"
44906,"IgM- IgD- B-cells"
44907,"IgD- IgMpos B cells"
44908,"IgD- IgMpos B cells"
44909,"unassigned"
44910,"unassigned"
44911,"unassigned"
44912,"unassigned"
44913,"Macrophages"
44914,"unassigned"
44915,"unassigned"
44916,"unassigned"
44917,"IgDpos IgMpos B cells"
44918,"unassigned"
44919,"unassigned"
44920,"gd T cells"
44921,"unassigned"
44922,"unassigned"
44923,"unassigned"
44924,"unassigned"
44925,"unassigned"
44926,"Classical Monocytes"
44927,"IgDpos IgMpos B cells"
44928,"unassigned"
44929,"unassigned"
44930,"Classical Monocytes"
44931,"unassigned"
44932,"unassigned"
44933,"unassigned"
44934,"Classical Monocytes"
44935,"IgDpos IgMpos B cells"
44936,"NKT cells"
44937,"unassigned"
44938,"unassigned"
44939,"unassigned"
44940,"Intermediate Monocytes"
44941,"unassigned"
44942,"CD8 T cells"
44943,"IgDpos IgMpos B cells"
44944,"unassigned"
44945,"unassigned"
44946,"IgD- IgMpos B cells"
44947,"unassigned"
44948,"IgDpos IgMpos B cells"
44949,"Eosinophils"
44950,"IgM- IgD- B-cells"
44951,"MPP"
44952,"mDCs"
44953,"IgD- IgMpos B cells"
44954,"mDCs"
44955,"NK cells"
44956,"unassigned"
44957,"IgD- IgMpos B cells"
44958,"IgDpos IgMpos B cells"
44959,"IgDpos IgMpos B cells"
44960,"pDCs"
44961,"MPP"
44962,"Eosinophils"
44963,"mDCs"
44964,"unassigned"
44965,"IgDpos IgMpos B cells"
44966,"unassigned"
44967,"unassigned"
44968,"unassigned"
44969,"Eosinophils"
44970,"Classical Monocytes"
44971,"unassigned"
44972,"Intermediate Monocytes"
44973,"unassigned"
44974,"unassigned"
44975,"Non-Classical Monocytes"
44976,"IgM- IgD- B-cells"
44977,"MPP"
44978,"IgM- IgD- B-cells"
44979,"Intermediate Monocytes"
44980,"Non-Classical Monocytes"
44981,"unassigned"
44982,"unassigned"
44983,"unassigned"
44984,"unassigned"
44985,"unassigned"
44986,"unassigned"
44987,"unassigned"
44988,"unassigned"
44989,"unassigned"
44990,"IgDpos IgMpos B cells"
44991,"unassigned"
44992,"unassigned"
44993,"unassigned"
44994,"IgM- IgD- B-cells"
44995,"unassigned"
44996,"unassigned"
44997,"unassigned"
44998,"unassigned"
44999,"unassigned"
45000,"Macrophages"
45001,"IgDpos IgMpos B cells"
45002,"IgDpos IgMpos B cells"
45003,"unassigned"
45004,"IgDpos IgMpos B cells"
45005,"Macrophages"
45006,"unassigned"
45007,"Eosinophils"
45008,"unassigned"
45009,"IgD- IgMpos B cells"
45010,"unassigned"
45011,"unassigned"
45012,"unassigned"
45013,"unassigned"
45014,"unassigned"
45015,"CMP"
45016,"unassigned"
45017,"unassigned"
45018,"IgDpos IgMpos B cells"
45019,"IgM- IgD- B-cells"
45020,"unassigned"
45021,"IgD- IgMpos B cells"
45022,"Non-Classical Monocytes"
45023,"MPP"
45024,"IgDpos IgMpos B cells"
45025,"unassigned"
45026,"IgDpos IgMpos B cells"
45027,"unassigned"
45028,"Non-Classical Monocytes"
45029,"GMP"
45030,"unassigned"
45031,"unassigned"
45032,"IgD- IgMpos B cells"
45033,"Eosinophils"
45034,"Macrophages"
45035,"Intermediate Monocytes"
45036,"unassigned"
45037,"unassigned"
45038,"unassigned"
45039,"Macrophages"
45040,"unassigned"
45041,"IgM- IgD- B-cells"
45042,"Macrophages"
45043,"Eosinophils"
45044,"unassigned"
45045,"Non-Classical Monocytes"
45046,"unassigned"
45047,"unassigned"
45048,"HSC"
45049,"Intermediate Monocytes"
45050,"mDCs"
45051,"unassigned"
45052,"CD8 T cells"
45053,"Intermediate Monocytes"
45054,"IgDpos IgMpos B cells"
45055,"unassigned"
45056,"IgM- IgD- B-cells"
45057,"unassigned"
45058,"unassigned"
45059,"unassigned"
45060,"unassigned"
45061,"unassigned"
45062,"unassigned"
45063,"IgM- IgD- B-cells"
45064,"unassigned"
45065,"unassigned"
45066,"Classical Monocytes"
45067,"unassigned"
45068,"IgM- IgD- B-cells"
45069,"IgD- IgMpos B cells"
45070,"unassigned"
45071,"IgM- IgD- B-cells"
45072,"Non-Classical Monocytes"
45073,"unassigned"
45074,"unassigned"
45075,"CD8 T cells"
45076,"IgDpos IgMpos B cells"
45077,"unassigned"
45078,"Intermediate Monocytes"
45079,"unassigned"
45080,"unassigned"
45081,"Macrophages"
45082,"unassigned"
45083,"IgDpos IgMpos B cells"
45084,"IgM- IgD- B-cells"
45085,"unassigned"
45086,"NK cells"
45087,"unassigned"
45088,"unassigned"
45089,"IgM- IgD- B-cells"
45090,"unassigned"
45091,"Intermediate Monocytes"
45092,"IgD- IgMpos B cells"
45093,"Macrophages"
45094,"unassigned"
45095,"IgM- IgD- B-cells"
45096,"unassigned"
45097,"unassigned"
45098,"unassigned"
45099,"unassigned"
45100,"NK cells"
45101,"gd T cells"
45102,"Non-Classical Monocytes"
45103,"unassigned"
45104,"unassigned"
45105,"IgDpos IgMpos B cells"
45106,"unassigned"
45107,"unassigned"
45108,"NKT cells"
45109,"IgDpos IgMpos B cells"
45110,"Intermediate Monocytes"
45111,"IgDpos IgMpos B cells"
45112,"unassigned"
45113,"Eosinophils"
45114,"CMP"
45115,"unassigned"
45116,"IgDpos IgMpos B cells"
45117,"unassigned"
45118,"IgDpos IgMpos B cells"
45119,"unassigned"
45120,"NKT cells"
45121,"unassigned"
45122,"IgD- IgMpos B cells"
45123,"Non-Classical Monocytes"
45124,"IgD- IgMpos B cells"
45125,"IgM- IgD- B-cells"
45126,"IgDpos IgMpos B cells"
45127,"MPP"
45128,"IgM- IgD- B-cells"
45129,"unassigned"
45130,"unassigned"
45131,"Eosinophils"
45132,"IgM- IgD- B-cells"
45133,"unassigned"
45134,"unassigned"
45135,"unassigned"
45136,"unassigned"
45137,"NKT cells"
45138,"MPP"
45139,"Non-Classical Monocytes"
45140,"Non-Classical Monocytes"
45141,"unassigned"
45142,"NKT cells"
45143,"unassigned"
45144,"unassigned"
45145,"unassigned"
45146,"Intermediate Monocytes"
45147,"IgM- IgD- B-cells"
45148,"unassigned"
45149,"Non-Classical Monocytes"
45150,"unassigned"
45151,"Intermediate Monocytes"
45152,"Intermediate Monocytes"
45153,"IgM- IgD- B-cells"
45154,"unassigned"
45155,"unassigned"
45156,"unassigned"
45157,"unassigned"
45158,"MEP"
45159,"unassigned"
45160,"unassigned"
45161,"unassigned"
45162,"unassigned"
45163,"Intermediate Monocytes"
45164,"Macrophages"
45165,"unassigned"
45166,"IgD- IgMpos B cells"
45167,"unassigned"
45168,"mDCs"
45169,"Intermediate Monocytes"
45170,"unassigned"
45171,"Classical Monocytes"
45172,"unassigned"
45173,"unassigned"
45174,"IgM- IgD- B-cells"
45175,"unassigned"
45176,"Non-Classical Monocytes"
45177,"HSC"
45178,"Non-Classical Monocytes"
45179,"unassigned"
45180,"unassigned"
45181,"Classical Monocytes"
45182,"unassigned"
45183,"Intermediate Monocytes"
45184,"Classical Monocytes"
45185,"IgDpos IgMpos B cells"
45186,"unassigned"
45187,"CD4 T cells"
45188,"Intermediate Monocytes"
45189,"mDCs"
45190,"IgM- IgD- B-cells"
45191,"Classical Monocytes"
45192,"unassigned"
45193,"unassigned"
45194,"unassigned"
45195,"IgDpos IgMpos B cells"
45196,"unassigned"
45197,"unassigned"
45198,"unassigned"
45199,"unassigned"
45200,"unassigned"
45201,"IgM- IgD- B-cells"
45202,"IgD- IgMpos B cells"
45203,"Non-Classical Monocytes"
45204,"Eosinophils"
45205,"Eosinophils"
45206,"unassigned"
45207,"MEP"
45208,"IgDpos IgMpos B cells"
45209,"unassigned"
45210,"IgM- IgD- B-cells"
45211,"unassigned"
45212,"unassigned"
45213,"unassigned"
45214,"unassigned"
45215,"IgDpos IgMpos B cells"
45216,"Non-Classical Monocytes"
45217,"HSC"
45218,"unassigned"
45219,"Macrophages"
45220,"Classical Monocytes"
45221,"IgDpos IgMpos B cells"
45222,"IgD- IgMpos B cells"
45223,"Non-Classical Monocytes"
45224,"unassigned"
45225,"Classical Monocytes"
45226,"Macrophages"
45227,"IgM- IgD- B-cells"
45228,"unassigned"
45229,"CMP"
45230,"unassigned"
45231,"unassigned"
45232,"unassigned"
45233,"Intermediate Monocytes"
45234,"unassigned"
45235,"unassigned"
45236,"Classical Monocytes"
45237,"IgDpos IgMpos B cells"
45238,"Classical Monocytes"
45239,"unassigned"
45240,"IgD- IgMpos B cells"
45241,"IgD- IgMpos B cells"
45242,"Intermediate Monocytes"
45243,"unassigned"
45244,"NKT cells"
45245,"Eosinophils"
45246,"unassigned"
45247,"unassigned"
45248,"IgDpos IgMpos B cells"
45249,"NKT cells"
45250,"CMP"
45251,"IgDpos IgMpos B cells"
45252,"Intermediate Monocytes"
45253,"Non-Classical Monocytes"
45254,"unassigned"
45255,"Intermediate Monocytes"
45256,"unassigned"
45257,"unassigned"
45258,"unassigned"
45259,"Classical Monocytes"
45260,"IgM- IgD- B-cells"
45261,"IgDpos IgMpos B cells"
45262,"unassigned"
45263,"NKT cells"
45264,"unassigned"
45265,"Eosinophils"
45266,"unassigned"
45267,"Intermediate Monocytes"
45268,"Intermediate Monocytes"
45269,"unassigned"
45270,"IgDpos IgMpos B cells"
45271,"IgM- IgD- B-cells"
45272,"unassigned"
45273,"unassigned"
45274,"IgDpos IgMpos B cells"
45275,"unassigned"
45276,"Non-Classical Monocytes"
45277,"Classical Monocytes"
45278,"unassigned"
45279,"Plasma Cells"
45280,"unassigned"
45281,"unassigned"
45282,"unassigned"
45283,"Intermediate Monocytes"
45284,"unassigned"
45285,"unassigned"
45286,"IgM- IgD- B-cells"
45287,"NKT cells"
45288,"CD8 T cells"
45289,"unassigned"
45290,"unassigned"
45291,"unassigned"
45292,"IgM- IgD- B-cells"
45293,"unassigned"
45294,"unassigned"
45295,"Eosinophils"
45296,"IgDpos IgMpos B cells"
45297,"unassigned"
45298,"Classical Monocytes"
45299,"unassigned"
45300,"unassigned"
45301,"Non-Classical Monocytes"
45302,"IgDpos IgMpos B cells"
45303,"IgD- IgMpos B cells"
45304,"unassigned"
45305,"Eosinophils"
45306,"NKT cells"
45307,"HSC"
45308,"IgD- IgMpos B cells"
45309,"Macrophages"
45310,"Macrophages"
45311,"CD4 T cells"
45312,"unassigned"
45313,"Non-Classical Monocytes"
45314,"Eosinophils"
45315,"unassigned"
45316,"IgDpos IgMpos B cells"
45317,"IgD- IgMpos B cells"
45318,"unassigned"
45319,"unassigned"
45320,"unassigned"
45321,"unassigned"
45322,"Intermediate Monocytes"
45323,"unassigned"
45324,"unassigned"
45325,"CD4 T cells"
45326,"unassigned"
45327,"HSC"
45328,"IgD- IgMpos B cells"
45329,"Basophils"
45330,"unassigned"
45331,"unassigned"
45332,"IgDpos IgMpos B cells"
45333,"IgDpos IgMpos B cells"
45334,"unassigned"
45335,"IgM- IgD- B-cells"
45336,"unassigned"
45337,"unassigned"
45338,"unassigned"
45339,"unassigned"
45340,"Non-Classical Monocytes"
45341,"unassigned"
45342,"Macrophages"
45343,"Eosinophils"
45344,"unassigned"
45345,"unassigned"
45346,"Eosinophils"
45347,"unassigned"
45348,"IgD- IgMpos B cells"
45349,"HSC"
45350,"unassigned"
45351,"unassigned"
45352,"unassigned"
45353,"Classical Monocytes"
45354,"Plasma Cells"
45355,"IgD- IgMpos B cells"
45356,"unassigned"
45357,"unassigned"
45358,"unassigned"
45359,"Macrophages"
45360,"Eosinophils"
45361,"unassigned"
45362,"unassigned"
45363,"unassigned"
45364,"NKT cells"
45365,"unassigned"
45366,"Non-Classical Monocytes"
45367,"IgD- IgMpos B cells"
45368,"IgD- IgMpos B cells"
45369,"unassigned"
45370,"unassigned"
45371,"IgDpos IgMpos B cells"
45372,"IgDpos IgMpos B cells"
45373,"IgDpos IgMpos B cells"
45374,"unassigned"
45375,"HSC"
45376,"NKT cells"
45377,"Basophils"
45378,"unassigned"
45379,"MPP"
45380,"unassigned"
45381,"unassigned"
45382,"Non-Classical Monocytes"
45383,"unassigned"
45384,"unassigned"
45385,"unassigned"
45386,"unassigned"
45387,"Classical Monocytes"
45388,"unassigned"
45389,"unassigned"
45390,"IgD- IgMpos B cells"
45391,"Plasma Cells"
45392,"Classical Monocytes"
45393,"unassigned"
45394,"IgD- IgMpos B cells"
45395,"unassigned"
45396,"Macrophages"
45397,"IgDpos IgMpos B cells"
45398,"Non-Classical Monocytes"
45399,"IgM- IgD- B-cells"
45400,"mDCs"
45401,"HSC"
45402,"unassigned"
45403,"Non-Classical Monocytes"
45404,"unassigned"
45405,"unassigned"
45406,"MPP"
45407,"Intermediate Monocytes"
45408,"unassigned"
45409,"unassigned"
45410,"Classical Monocytes"
45411,"IgDpos IgMpos B cells"
45412,"unassigned"
45413,"unassigned"
45414,"unassigned"
45415,"Eosinophils"
45416,"Intermediate Monocytes"
45417,"Macrophages"
45418,"unassigned"
45419,"unassigned"
45420,"unassigned"
45421,"unassigned"
45422,"unassigned"
45423,"unassigned"
45424,"unassigned"
45425,"IgDpos IgMpos B cells"
45426,"Eosinophils"
45427,"unassigned"
45428,"Classical Monocytes"
45429,"IgD- IgMpos B cells"
45430,"unassigned"
45431,"NK cells"
45432,"unassigned"
45433,"unassigned"
45434,"IgDpos IgMpos B cells"
45435,"NKT cells"
45436,"IgM- IgD- B-cells"
45437,"unassigned"
45438,"CD4 T cells"
45439,"unassigned"
45440,"Intermediate Monocytes"
45441,"Intermediate Monocytes"
45442,"IgM- IgD- B-cells"
45443,"IgDpos IgMpos B cells"
45444,"unassigned"
45445,"NKT cells"
45446,"IgDpos IgMpos B cells"
45447,"unassigned"
45448,"unassigned"
45449,"unassigned"
45450,"IgD- IgMpos B cells"
45451,"Intermediate Monocytes"
45452,"IgD- IgMpos B cells"
45453,"IgDpos IgMpos B cells"
45454,"unassigned"
45455,"IgD- IgMpos B cells"
45456,"unassigned"
45457,"unassigned"
45458,"IgDpos IgMpos B cells"
45459,"IgD- IgMpos B cells"
45460,"IgDpos IgMpos B cells"
45461,"Classical Monocytes"
45462,"unassigned"
45463,"Classical Monocytes"
45464,"unassigned"
45465,"unassigned"
45466,"Classical Monocytes"
45467,"MPP"
45468,"IgD- IgMpos B cells"
45469,"Intermediate Monocytes"
45470,"Classical Monocytes"
45471,"Intermediate Monocytes"
45472,"IgDpos IgMpos B cells"
45473,"unassigned"
45474,"IgD- IgMpos B cells"
45475,"CD8 T cells"
45476,"unassigned"
45477,"unassigned"
45478,"IgD- IgMpos B cells"
45479,"IgDpos IgMpos B cells"
45480,"unassigned"
45481,"unassigned"
45482,"NKT cells"
45483,"unassigned"
45484,"unassigned"
45485,"unassigned"
45486,"unassigned"
45487,"unassigned"
45488,"IgDpos IgMpos B cells"
45489,"unassigned"
45490,"unassigned"
45491,"Non-Classical Monocytes"
45492,"Non-Classical Monocytes"
45493,"unassigned"
45494,"IgD- IgMpos B cells"
45495,"unassigned"
45496,"Intermediate Monocytes"
45497,"Intermediate Monocytes"
45498,"IgDpos IgMpos B cells"
45499,"IgM- IgD- B-cells"
45500,"Non-Classical Monocytes"
45501,"IgDpos IgMpos B cells"
45502,"unassigned"
45503,"IgD- IgMpos B cells"
45504,"CD8 T cells"
45505,"NKT cells"
45506,"Intermediate Monocytes"
45507,"IgD- IgMpos B cells"
45508,"unassigned"
45509,"unassigned"
45510,"Classical Monocytes"
45511,"IgDpos IgMpos B cells"
45512,"unassigned"
45513,"Intermediate Monocytes"
45514,"IgDpos IgMpos B cells"
45515,"Intermediate Monocytes"
45516,"IgDpos IgMpos B cells"
45517,"unassigned"
45518,"Eosinophils"
45519,"unassigned"
45520,"unassigned"
45521,"NKT cells"
45522,"MPP"
45523,"Intermediate Monocytes"
45524,"Eosinophils"
45525,"unassigned"
45526,"Intermediate Monocytes"
45527,"Intermediate Monocytes"
45528,"Non-Classical Monocytes"
45529,"IgD- IgMpos B cells"
45530,"IgM- IgD- B-cells"
45531,"IgD- IgMpos B cells"
45532,"Eosinophils"
45533,"unassigned"
45534,"Basophils"
45535,"Basophils"
45536,"unassigned"
45537,"mDCs"
45538,"unassigned"
45539,"unassigned"
45540,"Classical Monocytes"
45541,"unassigned"
45542,"unassigned"
45543,"Eosinophils"
45544,"Eosinophils"
45545,"unassigned"
45546,"IgD- IgMpos B cells"
45547,"unassigned"
45548,"unassigned"
45549,"pDCs"
45550,"unassigned"
45551,"unassigned"
45552,"IgD- IgMpos B cells"
45553,"IgDpos IgMpos B cells"
45554,"unassigned"
45555,"unassigned"
45556,"unassigned"
45557,"unassigned"
45558,"IgD- IgMpos B cells"
45559,"unassigned"
45560,"unassigned"
45561,"Eosinophils"
45562,"NK cells"
45563,"unassigned"
45564,"unassigned"
45565,"unassigned"
45566,"IgDpos IgMpos B cells"
45567,"unassigned"
45568,"unassigned"
45569,"IgD- IgMpos B cells"
45570,"NKT cells"
45571,"unassigned"
45572,"IgDpos IgMpos B cells"
45573,"Classical Monocytes"
45574,"unassigned"
45575,"unassigned"
45576,"Non-Classical Monocytes"
45577,"unassigned"
45578,"unassigned"
45579,"Intermediate Monocytes"
45580,"Non-Classical Monocytes"
45581,"HSC"
45582,"unassigned"
45583,"IgDpos IgMpos B cells"
45584,"unassigned"
45585,"unassigned"
45586,"unassigned"
45587,"unassigned"
45588,"unassigned"
45589,"Eosinophils"
45590,"Eosinophils"
45591,"Intermediate Monocytes"
45592,"unassigned"
45593,"unassigned"
45594,"unassigned"
45595,"Eosinophils"
45596,"HSC"
45597,"IgDpos IgMpos B cells"
45598,"unassigned"
45599,"HSC"
45600,"unassigned"
45601,"MPP"
45602,"Non-Classical Monocytes"
45603,"IgM- IgD- B-cells"
45604,"unassigned"
45605,"unassigned"
45606,"unassigned"
45607,"unassigned"
45608,"Intermediate Monocytes"
45609,"Classical Monocytes"
45610,"unassigned"
45611,"IgD- IgMpos B cells"
45612,"unassigned"
45613,"unassigned"
45614,"Intermediate Monocytes"
45615,"unassigned"
45616,"Non-Classical Monocytes"
45617,"Classical Monocytes"
45618,"unassigned"
45619,"Non-Classical Monocytes"
45620,"CD8 T cells"
45621,"unassigned"
45622,"IgDpos IgMpos B cells"
45623,"Non-Classical Monocytes"
45624,"Eosinophils"
45625,"Classical Monocytes"
45626,"unassigned"
45627,"unassigned"
45628,"Classical Monocytes"
45629,"unassigned"
45630,"unassigned"
45631,"IgD- IgMpos B cells"
45632,"Eosinophils"
45633,"mDCs"
45634,"IgDpos IgMpos B cells"
45635,"unassigned"
45636,"IgM- IgD- B-cells"
45637,"unassigned"
45638,"Classical Monocytes"
45639,"unassigned"
45640,"MPP"
45641,"unassigned"
45642,"unassigned"
45643,"unassigned"
45644,"unassigned"
45645,"Non-Classical Monocytes"
45646,"unassigned"
45647,"Non-Classical Monocytes"
45648,"Classical Monocytes"
45649,"unassigned"
45650,"unassigned"
45651,"IgDpos IgMpos B cells"
45652,"Eosinophils"
45653,"unassigned"
45654,"Intermediate Monocytes"
45655,"MPP"
45656,"unassigned"
45657,"CD8 T cells"
45658,"Classical Monocytes"
45659,"unassigned"
45660,"IgDpos IgMpos B cells"
45661,"unassigned"
45662,"Classical Monocytes"
45663,"NK cells"
45664,"IgD- IgMpos B cells"
45665,"unassigned"
45666,"unassigned"
45667,"unassigned"
45668,"unassigned"
45669,"unassigned"
45670,"unassigned"
45671,"unassigned"
45672,"unassigned"
45673,"IgDpos IgMpos B cells"
45674,"unassigned"
45675,"unassigned"
45676,"unassigned"
45677,"unassigned"
45678,"IgDpos IgMpos B cells"
45679,"unassigned"
45680,"unassigned"
45681,"unassigned"
45682,"Classical Monocytes"
45683,"Classical Monocytes"
45684,"IgDpos IgMpos B cells"
45685,"IgD- IgMpos B cells"
45686,"unassigned"
45687,"unassigned"
45688,"Macrophages"
45689,"unassigned"
45690,"unassigned"
45691,"unassigned"
45692,"unassigned"
45693,"unassigned"
45694,"unassigned"
45695,"unassigned"
45696,"unassigned"
45697,"Non-Classical Monocytes"
45698,"IgDpos IgMpos B cells"
45699,"unassigned"
45700,"unassigned"
45701,"B-cell Frac A-C (pro-B cells)"
45702,"Intermediate Monocytes"
45703,"Intermediate Monocytes"
45704,"IgDpos IgMpos B cells"
45705,"Plasma Cells"
45706,"unassigned"
45707,"unassigned"
45708,"unassigned"
45709,"unassigned"
45710,"unassigned"
45711,"IgDpos IgMpos B cells"
45712,"IgDpos IgMpos B cells"
45713,"Basophils"
45714,"unassigned"
45715,"IgDpos IgMpos B cells"
45716,"Non-Classical Monocytes"
45717,"unassigned"
45718,"unassigned"
45719,"Classical Monocytes"
45720,"IgM- IgD- B-cells"
45721,"Eosinophils"
45722,"IgD- IgMpos B cells"
45723,"mDCs"
45724,"Classical Monocytes"
